Date,Country,Flag,Tier,Location,Company,Job Title,Search Keyword,Job URL,Posted Date,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Crawl Date,City,City Openings
2026-08-04,France,🇫🇷,2,"Nancy, Grand Est, France",Sogeti,Ingénieure / Ingénieur DevOps,DevOps Engineer,https://www.linkedin.com/jobs/view/4409905079,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Nancy,5
2026-08-04,Sweden,🇸🇪,1,"Danderyd, Stockholm County, Sweden",Customer First AB,Devops Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4447445034,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,,Danderyd,5
2026-08-04,Sweden,🇸🇪,1,"Danderyd, Stockholm County, Sweden",Kreditz,DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4372104308,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,,Danderyd,5
2026-08-04,Sweden,🇸🇪,1,"Danderyd, Stockholm County, Sweden",Customer First AB,DevOps Team Lead,DevOps Engineer,https://www.linkedin.com/jobs/view/4446970429,Unknown,No,On-site / Hybrid,100%,No,,resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,,Danderyd,5
2026-08-04,Netherlands,🇳🇱,1,"Maassluis, South Holland, Netherlands",Lely,(Junior)Embedded Software Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4447280500,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Maassluis,5
2026-08-04,Netherlands,🇳🇱,1,"Maassluis, South Holland, Netherlands",ENTER BV,Junior Software Test Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4446038814,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Maassluis,5
2026-08-04,Poland,🇵🇱,2,Wroclaw Metropolitan Area,Capgemini,Databricks Data Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4447911143,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,,Wroclaw,5
2026-08-04,Belgium,🇧🇪,2,Belgium,VanRoey,Group K – Hybrid Cloud Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4377289190,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,,Belgium,5
2026-08-04,Belgium,🇧🇪,2,Belgium,Tether.io,"Software Engineer P2P (100% Remote, Worldwide)",Cloud Engineer,https://www.linkedin.com/jobs/view/4447051178,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,,Belgium,5
2026-08-04,Belgium,🇧🇪,2,Belgium,Veeam Software,Systems Engineer Belgium &amp; Luxembourg,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4446004349,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_BELGIUM.docx,No,,,Belgium,5
2026-08-04,Netherlands,🇳🇱,1,"Almere, Flevoland, Netherlands",SysPro Solutions,Systems Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4446764458,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Almere,5
2026-08-04,Netherlands,🇳🇱,1,"Almere, Flevoland, Netherlands",Jobster,Software Engineer Siemens Food &amp; Beverage | Almere | €2.900–€5.610 - Synsel Techniek,Cloud Engineer,https://www.linkedin.com/jobs/view/4448271017,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Almere,5
2026-08-04,Netherlands,🇳🇱,1,"Almere, Flevoland, Netherlands",Jobster,Software Engineer PLC Generalist Procesindustrie | Almere | €2.900–€5.610 - Synsel Techniek,Cloud Engineer,https://www.linkedin.com/jobs/view/4448261212,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Almere,5
2026-08-04,Netherlands,🇳🇱,1,"Almere, Flevoland, Netherlands",Jobster,Software Engineer Siemens Energie | Almere | €2.900–€5.600 - Synsel Techniek,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4448261156,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Almere,5
2026-08-04,Netherlands,🇳🇱,1,"Zeist, Utrecht, Netherlands",Jobster,Software Engineer Siemens Hightech | Zeist | €2.900–€5.200 - Synsel Techniek,Cloud Engineer,https://www.linkedin.com/jobs/view/4448257282,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Zeist,5
2026-08-04,Netherlands,🇳🇱,1,"Zeist, Utrecht, Netherlands",Jobster,Software Engineer PLC - Uitzendbureau.nl,Cloud Engineer,https://www.linkedin.com/jobs/view/4447968238,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Zeist,5
2026-08-04,Netherlands,🇳🇱,1,"Zeist, Utrecht, Netherlands",Deployteq,Medior Software Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4435974099,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Zeist,5
2026-08-04,Malaysia,🇲🇾,2,"Selangor, Malaysia",RHB Banking Group,"Senior Software Engineer, CCS2",Cloud Engineer,https://www.linkedin.com/jobs/view/4253147167,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,,Selangor,5
2026-08-04,Malaysia,🇲🇾,2,"Selangor, Malaysia",Persistent Systems,System Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4445071528,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,,Selangor,5
2026-08-04,Malaysia,🇲🇾,2,"Selangor, Malaysia",RiDiK (a Subsidiary of CLPS. Nasdaq: CLPS),Software Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4448821097,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_MALAYSIA.docx,No,,,Selangor,5
2026-08-04,Sweden,🇸🇪,1,"Sundbyberg, Stockholm County, Sweden",Swedbank,Software Engineer – Data Vault,Cloud Engineer,https://www.linkedin.com/jobs/view/4433961234,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_SWEDEN.docx,No,,,Sundbyberg,5
2026-08-04,Poland,🇵🇱,2,Gdansk Metropolitan Area,Honeywell Technologies,Advanced Software Engineer (QA) - hybrid (m/f/d),Cloud Engineer,https://www.linkedin.com/jobs/view/4439051596,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,,Gdansk,5
2026-08-04,Poland,🇵🇱,2,Gdansk Metropolitan Area,RITS,Software Engineer (ABAP Developer),Cloud Engineer,https://www.linkedin.com/jobs/view/4448152730,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,,Gdansk,5
2026-08-04,Poland,🇵🇱,2,Gdansk Metropolitan Area,Honeywell Technologies,Senior Custom Solutions Software Engineer (m/f/d),Site Reliability Engineer,https://www.linkedin.com/jobs/view/4438694369,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,,Gdansk,5
2026-08-04,Poland,🇵🇱,2,Gdansk Metropolitan Area,ERGO,Senior Software Engineer (SAP ABAP FPSL) | f/m/d,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4447276444,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_POLAND.docx,No,,,Gdansk,5
2026-08-04,Netherlands,🇳🇱,1,"Amstelveen, North Holland, Netherlands",ABN AMRO Bank N.V.,DevOps Engineer - Security Assurance,DevOps Engineer,https://www.linkedin.com/jobs/view/4446376504,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Amstelveen,5
2026-08-04,Portugal,🇵🇹,2,"Oeiras, Lisbon, Portugal",1GLOBAL,DevOps/Cloud Platform Engineer - (Lisbon Based),DevOps Engineer,https://www.linkedin.com/jobs/view/4445790138,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,,Oeiras,5
2026-08-04,Portugal,🇵🇹,2,"Oeiras, Lisbon, Portugal",Cisco,Software Engineer - ThousandEyes,Cloud Engineer,https://www.linkedin.com/jobs/view/4446332175,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,,Oeiras,5
2026-08-04,Portugal,🇵🇹,2,"Oeiras, Lisbon, Portugal",Nordea Asset Management Portugal,Senior AI &amp; Data Platform Engineer (NAM Portugal),Platform Engineer,https://www.linkedin.com/jobs/view/4446586488,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,,Oeiras,5
2026-08-04,Austria,🇦🇹,2,"Salzburg, Austria",Empion,Full Stack Software Engineer (m/w/d),Cloud Engineer,https://www.linkedin.com/jobs/view/4448156799,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,,Salzburg,5
2026-08-04,Austria,🇦🇹,2,"Salzburg, Salzburg, Austria",Wüstenrot Gruppe,Senior Software Quality Engineer (m/w/d),Cloud Engineer,https://www.linkedin.com/jobs/view/4326473699,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,,Salzburg,5
2026-08-04,Austria,🇦🇹,2,"Salzburg, Salzburg, Austria",Antech Diagnostics,System Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4447186094,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_AUSTRIA.docx,No,,,Salzburg,5
2026-08-04,France,🇫🇷,2,"Montrouge, Île-de-France, France",CACEIS,CLOUD OPS / IA ARCHITECT - DIGITAL ASSET H/F,Cloud Engineer,https://www.linkedin.com/jobs/view/4427334861,Unknown,No,On-site / Hybrid,100%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Montrouge,5
2026-08-04,France,🇫🇷,2,"Montrouge, Île-de-France, France",Crédit Agricole,Architect Cloud et Data H/F,Cloud Engineer,https://www.linkedin.com/jobs/view/4438273576,Unknown,No,On-site / Hybrid,100%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Montrouge,5
2026-08-04,France,🇫🇷,2,"Montrouge, Île-de-France, France",Lobellia Conseil,DATA ANALYST (H/F),Cloud Engineer,https://www.linkedin.com/jobs/view/4445853793,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Montrouge,5
2026-08-04,France,🇫🇷,2,"Marseille, Provence-Alpes-Côte d'Azur, France",KatchMe,Software Engineer – CDI – Marseille (Hybride),Cloud Engineer,https://www.linkedin.com/jobs/view/4447135863,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Marseille,5
2026-08-04,France,🇫🇷,2,"Marseille, Provence-Alpes-Côte d'Azur, France",Airbus Helicopters,#DIGITALCAMPUS Platform Engineer (Infrastructure &amp; Automation),Cloud Engineer,https://www.linkedin.com/jobs/view/4434505253,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Marseille,5
2026-08-04,France,🇫🇷,2,"Marseille, Provence-Alpes-Côte d'Azur, France",Oodrive,Ingénieur·e Qualité Process IT / DevOps - Alternance,Cloud Engineer,https://www.linkedin.com/jobs/view/4447503203,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Marseille,5
2026-08-04,France,🇫🇷,2,"Poissy, Île-de-France, France",Stellantis,Lead Software Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4445501020,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Poissy,5
2026-08-04,Portugal,🇵🇹,2,"Almada, Setúbal, Portugal",CodeWin,SRE Lead,DevOps Engineer,https://www.linkedin.com/jobs/view/4447991741,Unknown,No,On-site / Hybrid,100%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,,Almada,5
2026-08-04,Portugal,🇵🇹,2,"Almada, Setúbal, Portugal",Crossjoin Solutions,Junior Software Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4418825690,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,,Almada,5
2026-08-04,Portugal,🇵🇹,2,"Aveiro, Portugal",MobiLab Solutions,Cloud Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4403938924,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,,Aveiro,5
2026-08-04,Portugal,🇵🇹,2,"Aveiro, Aveiro, Portugal",FOX IT,Mid Data Platform Engineer (Remote from Portugal),Site Reliability Engineer,https://www.linkedin.com/jobs/view/4447188955,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,,Aveiro,5
2026-08-04,Netherlands,🇳🇱,1,"Barendrecht, South Holland, Netherlands",ICT Group,Service Engineer Oracle en Cloud,DevOps Engineer,https://www.linkedin.com/jobs/view/4358620420,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Barendrecht,5
2026-08-04,Netherlands,🇳🇱,1,"Barendrecht, South Holland, Netherlands",Modality Software Solutions,Software Engineer Delphi,Cloud Engineer,https://www.linkedin.com/jobs/view/4447297770,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,,Barendrecht,5
2026-08-04,Australia,🇦🇺,1,"Mawson Lakes, South Australia, Australia",Lockheed Martin,Systems Engineer - AIR6500,Cloud Engineer,https://www.linkedin.com/jobs/view/4432323296,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,,Mawson Lakes,5
2026-08-04,Australia,🇦🇺,1,"Mawson Lakes, South Australia, Australia",Raytheon Australia,Early Career Systems Engineer,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4446746418,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,,Mawson Lakes,5
2026-08-04,Australia,🇦🇺,1,"Mawson Lakes, South Australia, Australia",Raytheon Australia,Systems Engineer – Launcher Systems,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4446568777,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,,Mawson Lakes,5
2026-08-04,Australia,🇦🇺,1,"Mawson Lakes, South Australia, Australia",Peoplebank,Software Design Engineer (Embedded C++) - Technical Lead,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4448139919,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,,Mawson Lakes,5
2026-08-04,Australia,🇦🇺,1,"Senior, South Australia, Australia",Bullpen Capital,Senior Software Engineer - AI Platform,Cloud Engineer,https://www.linkedin.com/jobs/view/4445880381,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,,Senior,5
2026-08-04,Australia,🇦🇺,1,"Senior, South Australia, Australia","Easiio, Inc",Senior Software Developer,Cloud Engineer,https://www.linkedin.com/jobs/view/4447807183,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,,Senior,5
2026-08-04,Australia,🇦🇺,1,"Senior, South Australia, Australia",Punjab Human Capital Investment Project,"Advertisement for the Hiring of Senior Program Manager, Software Engineer and Data Analyst (Deadline: August 19, 2024)",Cloud Engineer,https://www.linkedin.com/jobs/view/4446883118,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,,Senior,5
2026-08-04,France,🇫🇷,2,"Le Kremlin-Bicêtre, Île-de-France, France",Ministère de la Défense,Cloud IAM Engineer F/H,DevOps Engineer,https://www.linkedin.com/jobs/view/4445501763,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Le Kremlin-Bicêtre,5
2026-08-04,France,🇫🇷,2,"Le Kremlin-Bicêtre, Île-de-France, France",Ministère de la Défense,Lead Network Reliability Engineer (Cloud) F/H,DevOps Engineer,https://www.linkedin.com/jobs/view/4445504480,Unknown,No,On-site / Hybrid,100%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Le Kremlin-Bicêtre,5
2026-08-04,France,🇫🇷,2,"Le Kremlin-Bicêtre, Île-de-France, France",Ministère de la Défense,Cloud Infrastructure Engineer – Expert OpenStack &amp; Virtualisation F/H,Cloud Engineer,https://www.linkedin.com/jobs/view/4445510831,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Le Kremlin-Bicêtre,5
2026-08-04,France,🇫🇷,2,"Le Kremlin-Bicêtre, Île-de-France, France",Ministère de la Défense,Site Reliability Engineer (SRE) Stockage Cloud – Spécialiste Ceph / S3 F/H,Cloud Engineer,https://www.linkedin.com/jobs/view/4445097604,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Le Kremlin-Bicêtre,5
2026-08-04,France,🇫🇷,2,"Blagnac, Occitanie, France",Accenture France,DevOps Specialist F/H,Cloud Engineer,https://www.linkedin.com/jobs/view/4406228931,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Blagnac,5
2026-08-04,France,🇫🇷,2,"Blagnac, Occitanie, France",Accenture France,DevOps Architect F/H,Cloud Engineer,https://www.linkedin.com/jobs/view/4405709124,Unknown,No,On-site / Hybrid,100%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Blagnac,5
2026-08-04,France,🇫🇷,2,"Blagnac, Occitanie, France",AEROCONTACT,Ingénieur-e Sureté de fonctionnement Système F/H - SAFRAN VENTILATION SYSTEMS (FRANCE),Cloud Engineer,https://www.linkedin.com/jobs/view/4445209498,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Blagnac,5
2026-08-04,France,🇫🇷,2,"Blagnac, Occitanie, France",AEROCONTACT,Technicien / Ingénieur Méthodes FAL  Installation Systèmes (H/F) - GROUPE PIMENT,Cloud Engineer,https://www.linkedin.com/jobs/view/4445201965,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Blagnac,5
2026-08-04,France,🇫🇷,2,"Le Kremlin-Bicêtre, Île-de-France, France",Ministère de la Défense,Platform Compute Engineer – Infrastructures Cloud &amp; Workloads IA F/H,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4445507898,Unknown,No,On-site / Hybrid,85%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Le Kremlin-Bicêtre,5
2026-08-04,France,🇫🇷,2,"Blagnac, Occitanie, France",INTERSPORT FRANCE,Vendeur-se articles de sport H/F,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4447021889,Unknown,No,On-site / Hybrid,70%,No,,resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Blagnac,5
2026-08-11,Canada,🇨🇦,1,"Waterloo, Ontario, Canada",Equitable,"Lead Technology Architect, DevOps",Cloud Engineer,https://www.linkedin.com/jobs/view/4451484118,2026-08-11,No,No,100%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Waterloo,6
2026-08-11,Canada,🇨🇦,1,"Waterloo, Ontario, Canada",OpenText,Sr. Technical Support Specialist,Site Reliability Engineer,https://www.linkedin.com/jobs/view/4452111461,2026-08-11,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Waterloo,6
2026-08-06,Australia,🇦🇺,1,"Millers Point, New South Wales, Australia","Abby Health - Quality Care, Online-First",Lead Software Engineer,Platform Engineer,https://www.linkedin.com/jobs/view/4440939803,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-06,Millers Point,6
,France,🇫🇷,2,Greater Annecy Area,Qim info,Ingénieur systèmes - F/H,DevOps Engineer,https://www.linkedin.com/jobs/view/4445892996,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,,Annecy,6
2026-08-11,Canada,🇨🇦,1,"Halifax, Nova Scotia, Canada",Synechron,DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4434552710,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Halifax,6
2026-08-11,Canada,🇨🇦,1,"Halifax, Nova Scotia, Canada",MSZ Systems,DevOps Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451456334,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Halifax,6
2026-08-11,Canada,🇨🇦,1,"Halifax, Nova Scotia, Canada",Synechron,AI Platform Engineer – DevOps,DevOps Engineer,https://www.linkedin.com/jobs/view/4434584177,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Halifax,6
2026-08-11,Canada,🇨🇦,1,"Halifax, Nova Scotia, Canada",IMP Aerospace &amp; Defence,IT Coordinator,DevOps Engineer,https://www.linkedin.com/jobs/view/4451598001,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Halifax,6
2026-08-11,Canada,🇨🇦,1,"Waterloo, Ontario, Canada",Google,"Software Developer, GKE Workload Autoscaling",Cloud Engineer,https://www.linkedin.com/jobs/view/4442035432,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Waterloo,6
2026-08-11,Canada,🇨🇦,1,"Waterloo, Ontario, Canada",Manulife,Lead Full Stack Software Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4451456365,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,2026-08-11,Waterloo,6
2026-08-11,Netherlands,🇳🇱,1,"Enschede, Overijssel, Netherlands",University of Twente,DevOps Engineer Dynamics CRM Junior-Medior,DevOps Engineer,https://www.linkedin.com/jobs/view/4441501875,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-11,Enschede,6
2026-08-11,Netherlands,🇳🇱,1,"South Holland, Netherlands",CIMSOLUTIONS,IT Infrastructuur &amp; Cloud Specialist,DevOps Engineer,https://www.linkedin.com/jobs/view/4451143110,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-11,South Holland,6
2026-08-11,Netherlands,🇳🇱,1,"Nieuwegein, Utrecht, Netherlands",Sopra Steria,Practice Lead – Cloud Platforms (Azure &amp; AWS),Cloud Engineer,https://www.linkedin.com/jobs/view/4451398604,2026-08-10,No,No,100%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_NETHERLANDS.docx,No,,2026-08-11,Nieuwegein,6
2026-08-11,Australia,🇦🇺,1,"Millers Point, New South Wales, Australia",FIS,Site Reliability Engineer,DevOps Engineer,https://www.linkedin.com/jobs/view/4451504951,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Millers Point,6
2026-08-11,Australia,🇦🇺,1,"New South Wales, Australia",ClickHouse,Senior Consulting Engineer - Australia,DevOps Engineer,https://www.linkedin.com/jobs/view/4451438655,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,New South Wales,6
2026-08-11,Australia,🇦🇺,1,"New South Wales, Australia",Akkodis,DevOps Engineer,Cloud Engineer,https://www.linkedin.com/jobs/view/4451114111,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,New South Wales,6
2026-08-11,Australia,🇦🇺,1,"Millers Point, New South Wales, Australia",randstad digital australia,Cyber Security Analyst,Cloud Engineer,https://www.linkedin.com/jobs/view/4451129231,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_AUSTRALIA.docx,No,,2026-08-11,Millers Point,6
2026-08-11,France,🇫🇷,2,Greater Annecy Area,Qim info,Ingénieur DevOps F/H,DevOps Engineer,https://www.linkedin.com/jobs/view/4357489327,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Annecy,6
2026-08-11,France,🇫🇷,2,"Guyancourt, Île-de-France, France",Crédit Agricole Group Infrastructure Platform,Ingénieur de production DevOps confirmé H/F,DevOps Engineer,https://www.linkedin.com/jobs/view/4451547648,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Guyancourt,6
2026-08-11,France,🇫🇷,2,"St.-Ouen, Île-de-France, France",Inetum,INGENIEUR DEVOPS KUBERNETES/OPENSHIFT - IDF (78) - H/F,DevOps Engineer,https://www.linkedin.com/jobs/view/4365335059,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,St.-Ouen,6
2026-08-11,France,🇫🇷,2,"Guyancourt, Île-de-France, France",ITS Services,ingénieur DevOps,Cloud Engineer,https://www.linkedin.com/jobs/view/4293766036,2026-08-10,No,No,85%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Guyancourt,6
2026-08-11,France,🇫🇷,2,"Bruyères-le-Châtel, Île-de-France, France",DSI GROUP,Ingénieur Systèmes/SysOps (H/F),Cloud Engineer,https://www.linkedin.com/jobs/view/4451501355,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Bruyères-le-Châtel,6
2026-08-11,France,🇫🇷,2,"Cesson-Sévigné, Brittany, France",Orange Business,Data Engineer F/H,Cloud Engineer,https://www.linkedin.com/jobs/view/4403237203,2026-08-10,No,No,70%,No,N/A,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,2026-08-11,Cesson-Sévigné,6
